OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,totalarea,sum_treecanopy,sum_naturalcover
293,42,101,021500,42101021500,215,Census Tract 215,G5020,S,0.396961987,0.213468893,0.044157173
294,42,101,015600,42101015600,156,Census Tract 156,G5020,S,0.165856004,0.033125526,0
295,42,101,015700,42101015700,157,Census Tract 157,G5020,S,0.187286004,0.009873739,0
296,42,101,015800,42101015800,158,Census Tract 158,G5020,S,0.224021003,0.019111559,0
297,42,101,016100,42101016100,161,Census Tract 161,G5020,S,0.273263991,0.014924054,0
298,42,101,016200,42101016200,162,Census Tract 162,G5020,S,0.140919998,0.04706632,0.001737452
299,42,101,016300,42101016300,163,Census Tract 163,G5020,S,0.220936999,0.038843747,0
300,42,101,016400,42101016400,164,Census Tract 164,G5020,S,0.187287003,0.052991304,0
301,42,101,016500,42101016500,165,Census Tract 165,G5020,S,0.152380005,0.068525157,0
302,42,101,016600,42101016600,166,Census Tract 166,G5020,S,0.100823,0.032059607,0
303,42,101,016002,42101016002,160.02,Census Tract 160.02,G5020,S,0.150973007,0.002460136,0
304,42,101,016001,42101016001,160.01,Census Tract 160.01,G5020,S,0.127418995,0.002918778,0
305,42,101,039002,42101039002,390.02,Census Tract 390.02,G5020,S,0.419910997,0.093121295,0.000341788
306,42,101,018801,42101018801,188.01,Census Tract 188.01,G5020,S,0.158774003,0.016327854,0
307,42,101,039001,42101039001,390.01,Census Tract 390.01,G5020,S,0.364223003,0.063857356,0.002775415
308,42,101,004104,42101004104,41.04,Census Tract 41.04,G5020,S,0.077736303,0,0
309,42,101,004103,42101004103,41.03,Census Tract 41.03,G5020,S,0.073559299,0.003680723,0
310,42,101,980702,42101980702,9807.02,Census Tract 9807.02,G5020,S,1.260169983,0.040480634,0.337175184
311,42,101,989200,42101989200,9892,Census Tract 9892,G5020,S,3.060400009,0.645659022,1.232170376
312,42,101,000102,42101000102,1.02,Census Tract 1.02,G5020,S,0.171584994,0.030440804,0.001737454
313,42,101,036901,42101036901,369.01,Census Tract 369.01,G5020,S,0.41969499,0.174478435,0.032018568
314,42,101,001204,42101001204,12.04,Census Tract 12.04,G5020,S,0.079593003,0.000693372,0
315,42,101,980001,42101980001,9800.01,Census Tract 9800.01,G5020,S,1.243049979,0.704354733,0.492356543
316,42,101,036902,42101036902,369.02,Census Tract 369.02,G5020,S,0.360137999,0.087079559,0.002084945
317,42,101,020702,42101020702,207.02,Census Tract 207.02,G5020,S,0.331835002,0.232927323,0.03943514
318,42,101,013702,42101013702,137.02,Census Tract 137.02,G5020,S,0.125584006,0.01861441,0
319,42,101,020701,42101020701,207.01,Census Tract 207.01,G5020,S,0.25453499,0.101097679,0.005180613
320,42,101,012502,42101012502,125.02,Census Tract 125.02,G5020,S,0.232517004,0.095228759,0.009940364
321,42,101,018802,42101018802,188.02,Census Tract 188.02,G5020,S,0.097323,0.005470972,0
322,42,101,014201,42101014201,142.01,Census Tract 142.01,G5020,S,0.112249002,0.010997144,0
323,42,101,014202,42101014202,142.02,Census Tract 142.02,G5020,S,0.316576988,0.015284309,0.10956348
324,42,101,000101,42101000101,1.01,Census Tract 1.01,G5020,S,0.135863006,0.02218872,0.00138996
325,42,101,980002,42101980002,9800.02,Census Tract 9800.02,G5020,S,2.503479958,1.912433572,0.911497882
326,42,101,980901,42101980901,9809.01,Census Tract 9809.01,G5020,S,5.302000046,1.57643581,1.54202407
327,42,101,000404,42101000404,4.04,Census Tract 4.04,G5020,S,0.063352898,0.001133241,0
328,42,101,012501,42101012501,125.01,Census Tract 125.01,G5020,S,0.114065997,0.009538086,2.1589E-06
329,42,101,000403,42101000403,4.03,Census Tract 4.03,G5020,S,0.053905599,0.00049968,0
330,42,101,000701,42101000701,7.01,Census Tract 7.01,G5020,S,0.054246102,0.000612184,0
331,42,101,000805,42101000805,8.05,Census Tract 8.05,G5020,S,0.027891099,0.001749378,1.19251E-05
332,42,101,000806,42101000806,8.06,Census Tract 8.06,G5020,S,0.0282658,0,0.000347491
333,42,101,989300,42101989300,9893,Census Tract 9893,G5020,S,0.871968985,0.193673844,0
334,42,101,016901,42101016901,169.01,Census Tract 169.01,G5020,S,0.198033005,0.053215182,0
335,42,101,017000,42101017000,170,Census Tract 170,G5020,S,0.627609015,0.262402759,0.028662584
336,42,101,017100,42101017100,171,Census Tract 171,G5020,S,0.440497994,0.114988096,0.000347491
337,42,101,017202,42101017202,172.02,Census Tract 172.02,G5020,S,0.112204,0.027027038,0
338,42,101,027401,42101027401,274.01,Census Tract 274.01,G5020,S,0.126122996,0.024971434,0
339,42,101,020101,42101020101,201.01,Census Tract 201.01,G5020,S,0.18671,0.076274351,0
340,42,101,028901,42101028901,289.01,Census Tract 289.01,G5020,S,0.236008003,0.049041011,0.004517372
341,42,101,030501,42101030501,305.01,Census Tract 305.01,G5020,S,0.145705,0.025900384,0
342,42,101,016702,42101016702,167.02,Census Tract 167.02,G5020,S,0.137106001,0.042342899,0
343,42,101,008802,42101008802,88.02,Census Tract 88.02,G5020,S,0.152530998,0.04397064,0
344,42,101,021600,42101021600,216,Census Tract 216,G5020,S,0.818785012,0.576896247,0.250914417
345,42,101,021700,42101021700,217,Census Tract 217,G5020,S,0.602154016,0.354511894,0.027180457
346,42,101,021900,42101021900,219,Census Tract 219,G5020,S,0.564154983,0.499018273,0.272140609
347,42,101,022000,42101022000,220,Census Tract 220,G5020,S,1.163210034,1.000749438,0.698426591
348,42,101,023100,42101023100,231,Census Tract 231,G5020,S,0.283403993,0.268828646,0.01696408
349,42,101,023500,42101023500,235,Census Tract 235,G5020,S,0.308629006,0.30168438,0.096685839
350,42,101,023600,42101023600,236,Census Tract 236,G5020,S,0.377638012,0.354708523,0.048706967
351,42,101,023700,42101023700,237,Census Tract 237,G5020,S,0.414274991,0.337974473,0.019068357
352,42,101,023900,42101023900,239,Census Tract 239,G5020,S,0.188696995,0.160254791,0.061859018
353,42,101,024000,42101024000,240,Census Tract 240,G5020,S,0.238253996,0.144718232,0.001042473
354,42,101,024100,42101024100,241,Census Tract 241,G5020,S,0.157472998,0.068555049,0
355,42,101,014900,42101014900,149,Census Tract 149,G5020,S,0.174988002,0.0490893,0
356,42,101,014700,42101014700,147,Census Tract 147,G5020,S,0.130375996,0.02917875,0
357,42,101,014800,42101014800,148,Census Tract 148,G5020,S,0.073794298,0.024440805,0
358,42,101,024200,42101024200,242,Census Tract 242,G5020,S,0.205428004,0.122088016,0.001389962
359,42,101,024300,42101024300,243,Census Tract 243,G5020,S,0.262174994,0.156974824,0.006949805
360,42,101,024500,42101024500,245,Census Tract 245,G5020,S,0.309266001,0.192042214,0.011507558
361,42,101,024600,42101024600,246,Census Tract 246,G5020,S,0.239868999,0.121132474,0.003549696
362,42,101,017300,42101017300,173,Census Tract 173,G5020,S,0.337677985,0.072435701,2.44599E-06
363,42,101,017400,42101017400,174,Census Tract 174,G5020,S,0.136673003,0.052847578,0
364,42,101,017500,42101017500,175,Census Tract 175,G5020,S,0.280373007,0.069172308,0
365,42,101,017601,42101017601,176.01,Census Tract 176.01,G5020,S,0.223601997,0.025611446,0
366,42,101,024700,42101024700,247,Census Tract 247,G5020,S,0.363424003,0.221082489,0.010686082
367,42,101,024900,42101024900,249,Census Tract 249,G5020,S,0.125559002,0.03964124,0
368,42,101,025200,42101025200,252,Census Tract 252,G5020,S,0.367731005,0.188064285,0.00416988
369,42,101,025400,42101025400,254,Census Tract 254,G5020,S,0.297205001,0.164558626,0.00138996
370,42,101,001203,42101001203,12.03,Census Tract 12.03,G5020,S,0.039542399,0.000696591,0
371,42,101,001302,42101001302,13.02,Census Tract 13.02,G5020,S,0.238406003,0.021959534,0.015545559
372,42,101,013701,42101013701,137.01,Census Tract 137.01,G5020,S,0.102113001,0.028360101,0
373,42,101,980003,42101980003,9800.03,Census Tract 9800.03,G5020,S,0.199705005,0.006841804,0.004668281
374,42,101,001301,42101001301,13.01,Census Tract 13.01,G5020,S,0.065748803,0.002859735,0
375,42,101,000702,42101000702,7.02,Census Tract 7.02,G5020,S,0.043736901,0.004330352,0.000694981
376,42,101,980701,42101980701,9807.01,Census Tract 9807.01,G5020,S,1.588230014,0.155367659,0.198025889
377,42,101,038301,42101038301,383.01,Census Tract 383.01,G5020,S,0.291023999,0.020563233,0
378,42,101,035701,42101035701,357.01,Census Tract 357.01,G5020,S,0.231409997,0.091773589,0.002084942
379,42,101,035702,42101035702,357.02,Census Tract 357.02,G5020,S,0.601988971,0.221276084,0.08467401
380,42,101,033701,42101033701,337.01,Census Tract 337.01,G5020,S,0.375277996,0.123469601,0.020452016
381,42,101,033702,42101033702,337.02,Census Tract 337.02,G5020,S,0.408416003,0.186498206,0.037314932
382,42,101,020102,42101020102,201.02,Census Tract 201.02,G5020,S,0.144024,0.030553993,0
383,42,101,031101,42101031101,311.01,Census Tract 311.01,G5020,S,0.135001004,0.002622705,0
384,42,101,031102,42101031102,311.02,Census Tract 311.02,G5020,S,0.153709993,0.010011892,0
385,42,101,019502,42101019502,195.02,Census Tract 195.02,G5020,S,0.142973006,0.017869807,0
386,42,101,019501,42101019501,195.01,Census Tract 195.01,G5020,S,0.152079001,0.018491659,0
387,42,101,028902,42101028902,289.02,Census Tract 289.02,G5020,S,0.319736004,0.160021004,0.070912224
388,42,101,033101,42101033101,331.01,Census Tract 331.01,G5020,S,0.188012004,0.018154012,0
389,42,101,033102,42101033102,331.02,Census Tract 331.02,G5020,S,0.277709991,0.119062194,0.005681774
390,42,101,031501,42101031501,315.01,Census Tract 315.01,G5020,S,0.226736993,0.026029918,0
391,42,101,001102,42101001102,11.02,Census Tract 11.02,G5020,S,0.078788802,0.010835911,0
392,42,101,000803,42101000803,8.03,Census Tract 8.03,G5020,S,0.059004098,0.01168567,0.007632865
393,42,101,017201,42101017201,172.01,Census Tract 172.01,G5020,S,0.101529002,0.009342369,0
394,42,101,980800,42101980800,9808,Census Tract 9808,G5020,S,0.829249024,0.628739758,0.356293128
395,42,101,008601,42101008601,86.01,Census Tract 86.01,G5020,S,0.097483002,0.024200537,0
396,42,101,037700,42101037700,377,Census Tract 377,G5020,S,0.284509003,0.0772462,0.000694981
397,42,101,010700,42101010700,107,Census Tract 107,G5020,S,0.178010002,0.064615169,0
398,42,101,010800,42101010800,108,Census Tract 108,G5020,S,0.226148993,0.102871216,0
399,42,101,010600,42101010600,106,Census Tract 106,G5020,S,0.102495998,0.04632264,0
400,42,101,005400,42101005400,54,Census Tract 54,G5020,S,0.917481005,0.602740725,0.649643117
401,42,101,005500,42101005500,55,Census Tract 55,G5020,S,0.455832988,0.243610576,0.036613203
402,42,101,012204,42101012204,122.04,Census Tract 122.04,G5020,S,0.361364007,0.152076721,0.015755849
403,42,101,012203,42101012203,122.03,Census Tract 122.03,G5020,S,0.087913603,0.043458822,0
404,42,101,013602,42101013602,136.02,Census Tract 136.02,G5020,S,0.095294602,0.012460801,6.71861E-05
405,42,101,034502,42101034502,345.02,Census Tract 345.02,G5020,S,0.394490987,0.200438901,0.008955998
406,42,101,000902,42101000902,9.02,Census Tract 9.02,G5020,S,0.0599095,0.006712997,0
407,42,101,001201,42101001201,12.01,Census Tract 12.01,G5020,S,0.138332993,0.019683713,0.005107164
408,42,101,002702,42101002702,27.02,Census Tract 27.02,G5020,S,0.141958997,0.007992281,0
